Family,Station,total.count,depth_bin
Polymixiidae,D2-EX1606-11,1,"(600,650]"
Polymixiidae,D2-EX1606-11,3,"(600,650]"
Polymixiidae,D2-EX1606-11,1,"(600,650]"
Pomacanthidae,NA112-H1768,2,"(100,150]"
Pomacanthidae,NA112-H1768,1,"(100,150]"
Pomacanthidae,NA112-H1768,1,"(100,150]"
Pomacanthidae,NA112-H1768,1,"(100,150]"
Pomacentridae,NA112-H1768,2,"(150,200]"
Pomacentridae,NA112-H1767,1,"(200,250]"
Priacanthidae,NA112-H1768,1,"(150,200]"
Priacanthidae,NA112-H1767,1,"(200,250]"
Priacanthidae,NA112-H1767,1,"(200,250]"
Priacanthidae,NA112-H1767,1,"(200,250]"
Priacanthidae,NA112-H1767,1,"(200,250]"
Priacanthidae,NA112-H1767,1,"(200,250]"
Priacanthidae,D2-EX1605L1-18,2,"(250,300]"
Priacanthidae,D2-EX1605L1-17,1,"(250,300]"
Priacanthidae,D2-EX1605L1-17,1,"(250,300]"
Priacanthidae,D2-EX1605L1-17,1,"(250,300]"
Priacanthidae,D2-EX1605L1-18,1,"(250,300]"
Priacanthidae,D2-EX1605L1-18,1,"(250,300]"
Priacanthidae,D2-EX1605L1-18,1,"(250,300]"
Priacanthidae,D2-EX1605L1-17,1,"(250,300]"
Priacanthidae,D2-EX1605L3-06,1,"(250,300]"
Priacanthidae,D2-EX1605L3-06,2,"(250,300]"
Priacanthidae,D2-EX1605L3-06,1,"(250,300]"
Priacanthidae,D2-EX1605L1-18,1,"(250,300]"
Priacanthidae,D2-EX1605L3-06,1,"(250,300]"
Priacanthidae,D2-EX1605L1-18,1,"(350,400]"
Pseudotriakidae,NA112-H1772,1,"(700,750]"
Pyrosomatidae,FK190726-S0287,1,"(1.3e+03,1.35e+03]"
Pyrosomatidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Samaridae,D2-EX1605L3-06,1,"(300,350]"
Samaridae,D2-EX1705-10,1,"(350,400]"
Scombridae,NA112-H1768,1,"(100,150]"
Scombridae,NA112-H1768,1,"(100,150]"
Scombridae,NA112-H1768,1,"(100,150]"
Scombridae,NA112-H1768,1,"(100,150]"
Scombridae,NA112-H1768,4,"(100,150]"
Scombridae,NA112-H1768,1,"(100,150]"
Scombridae,NA112-H1768,4,"(100,150]"
Scombridae,NA112-H1768,1,"(100,150]"
Scombridae,NA112-H1768,1,"(100,150]"
Scombridae,NA112-H1768,2,"(100,150]"
Scombridae,NA112-H1768,2,"(100,150]"
Scombridae,NA112-H1768,3,"(100,150]"
Scombridae,NA112-H1768,1,"(100,150]"
Scombridae,NA112-H1768,1,"(100,150]"
Scombridae,NA112-H1768,1,"(150,200]"
Scombridae,D2-EX1605L3-02,1,"(200,250]"
Scombridae,D2-EX1605L3-02,1,"(250,300]"
Scombridae,D2-EX1605L1-18,1,"(250,300]"
Scombridae,D2-EX1605L3-06,1,"(300,350]"
Scombridae,D2-EX1703-08,1,"(400,450]"
Scombridae,D2-EX1703-08,1,"(400,450]"
Scorpaenidae,NA112-H1767,1,"(200,250]"
Scorpaenidae,NA112-H1767,1,"(200,250]"
Scorpaenidae,NA112-H1767,1,"(200,250]"
Scorpaenidae,NA112-H1767,1,"(200,250]"
Scorpaenidae,NA112-H1767,1,"(200,250]"
Scorpaenidae,NA112-H1767,1,"(200,250]"
Scorpaenidae,NA112-H1767,1,"(200,250]"
Scorpaenidae,D2-EX1702-13,1,"(250,300]"
Scorpaenidae,NA112-H1767,1,"(300,350]"
Scorpaenidae,NA112-H1767,1,"(300,350]"
Scorpaenidae,NA112-H1772,1,"(300,350]"
Scorpaenidae,NA112-H1772,1,"(300,350]"
Scorpaenidae,D2-EX1702-10,1,"(300,350]"
Scorpaenidae,D2-EX1702-02,1,"(300,350]"
Scorpaenidae,NA112-H1772,1,"(300,350]"
Scorpaenidae,NA112-H1768,1,"(350,400]"
Scorpaenidae,D2-EX1702-13,1,"(350,400]"
Scorpaenidae,D2-EX1702-10,1,"(350,400]"
Scorpaenidae,NA112-H1772,1,"(350,400]"
Scorpaenidae,NA112-H1772,1,"(350,400]"
Scorpaenidae,NA112-H1767,1,"(350,400]"
Scorpaenidae,D2-EX1702-02,1,"(400,450]"
Scorpaenidae,D2-EX1702-02,1,"(400,450]"
Scorpaenidae,D2-EX1702-10,1,"(650,700]"
Scorpaenidae,NA112-H1772,1,"(650,700]"
Scorpaenidae,NA112-H1768,1,"(650,700]"
Scorpaenidae,D2-EX1708-20,1,"(250,300]"
Scorpaenidae,D2-EX1708-20,1,"(250,300]"
Scorpaenidae,D2-EX1708-20,3,"(250,300]"
Scorpaenidae,D2-EX1708-20,1,"(300,350]"
Scorpaenidae,D2-EX1708-20,1,"(300,350]"
Scorpaenidae,D2-EX1708-20,1,"(300,350]"
Scorpaenidae,D2-EX1708-20,1,"(300,350]"
Scorpaenidae,D2-EX1708-20,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,3,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,2,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,3,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,3,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,3,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,3,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1504L4-01,1,"(300,350]"
Scorpaenidae,D2-EX1708-20,1,"(300,350]"
Scorpaenidae,D2-EX1708-20,1,"(300,350]"
Scorpaenidae,D2-EX1708-20,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1504L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1708-20,1,"(400,450]"
Scorpaenidae,D2-EX1708-20,1,"(400,450]"
Scorpaenidae,D2-EX1706-04,1,"(400,450]"
Scorpaenidae,D2-EX1708-20,1,"(400,450]"
Scorpaenidae,D2-EX1504L3-03,1,"(400,450]"
Scorpaenidae,D2-EX1504L3-03,1,"(400,450]"
Scorpaenidae,D2-EX1708-20,1,"(450,500]"
Scorpaenidae,D2-EX1706-04,1,"(450,500]"
Scorpaenidae,D2-EX1706-04,1,"(450,500]"
Scorpaenidae,D2-EX1706-04,1,"(450,500]"
Scorpaenidae,D2-EX1504L4-02,1,"(550,600]"
Scorpaenidae,D2-EX1605L1-17,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-02,1,"(250,300]"
Scorpaenidae,D2-EX1605L1-17,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-02,1,"(250,300]"
Scorpaenidae,D2-EX1605L1-17,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L1-17,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,2,"(250,300]"
Scorpaenidae,D2-EX1605L1-18,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,2,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-02,1,"(250,300]"
Scorpaenidae,D2-EX1605L1-17,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,3,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,3,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-02,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,2,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(250,300]"
Scorpaenidae,D2-EX1605L3-05,1,"(300,350]"
Scorpaenidae,D2-EX1605L1-18,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-05,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-05,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-05,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-06,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-05,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-05,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-06,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-05,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-05,2,"(300,350]"
Scorpaenidae,D2-EX1605L3-02,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-02,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-06,2,"(300,350]"
Scorpaenidae,D2-EX1605L3-06,1,"(300,350]"
Scorpaenidae,D2-EX1605L1-18,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-02,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-03,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-03,1,"(300,350]"
Scorpaenidae,D2-EX1605L1-18,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-03,1,"(300,350]"
Scorpaenidae,D2-EX1605L1-18,1,"(300,350]"
Scorpaenidae,D2-EX1605L1-12,1,"(300,350]"
Scorpaenidae,D2-EX1605L1-17,1,"(300,350]"
Scorpaenidae,D2-EX1605L1-18,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-06,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-02,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-03,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-02,1,"(300,350]"
Scorpaenidae,D2-EX1605L3-02,1,"(300,350]"
Scorpaenidae,D2-EX1605L1-12,1,"(300,350]"
Scorpaenidae,D2-EX1605L1-18,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1605L1-18,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-08,1,"(350,400]"
Scorpaenidae,D2-EX1605L1-18,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-08,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-03,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-06,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-03,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-03,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1605L1-17,1,"(350,400]"
Scorpaenidae,D2-EX1605L1-17,1,"(350,400]"
Scorpaenidae,D2-EX1605L1-18,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-02,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-03,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-03,1,"(350,400]"
Scorpaenidae,D2-EX1605L3-03,2,"(350,400]"
Scorpaenidae,D2-EX1605L1-01,1,"(400,450]"
Scorpaenidae,D2-EX1605L1-18,1,"(400,450]"
Scorpaenidae,D2-EX1605L3-03,1,"(400,450]"
Scorpaenidae,D2-EX1605L3-03,1,"(400,450]"
Scorpaenidae,D2-EX1605L1-18,1,"(400,450]"
Scorpaenidae,D2-EX1605L1-18,1,"(400,450]"
Scorpaenidae,D2-EX1605L3-03,1,"(400,450]"
Scorpaenidae,D2-EX1605L1-18,1,"(400,450]"
Scorpaenidae,D2-EX1605L1-12,1,"(450,500]"
Scorpaenidae,D2-EX1605L3-03,1,"(450,500]"
Scorpaenidae,D2-EX1605L3-08,1,"(450,500]"
Scorpaenidae,D2-EX1605L1-18,1,"(450,500]"
Scorpaenidae,D2-EX1703-02,1,"(250,300]"
Scorpaenidae,D2-EX1703-02,1,"(250,300]"
Scorpaenidae,D2-EX1703-02,1,"(250,300]"
Scorpaenidae,D2-EX1703-02,1,"(300,350]"
Scorpaenidae,D2-EX1703-10,1,"(350,400]"
Scorpaenidae,D2-EX1705-05,1,"(350,400]"
Scorpaenidae,D2-EX1703-10,1,"(350,400]"
Scorpaenidae,D2-EX1703-10,1,"(350,400]"
Scorpaenidae,D2-EX1703-10,1,"(350,400]"
Scorpaenidae,D2-EX1703-10,1,"(350,400]"
Scorpaenidae,D2-EX1705-05,1,"(400,450]"
Scorpaenidae,D2-EX1705-05,2,"(400,450]"
Scorpaenidae,D2-EX1703-10,1,"(400,450]"
Scorpaenidae,D2-EX1703-10,1,"(400,450]"
Scorpaenidae,D2-EX1705-10,1,"(400,450]"
Scorpaenidae,D2-EX1705-05,1,"(400,450]"
Scorpaenidae,D2-EX1705-05,1,"(400,450]"
Scorpaenidae,D2-EX1705-05,1,"(400,450]"
Scorpaenidae,D2-EX1705-10,1,"(450,500]"
Scorpaenidae,D2-EX1705-10,1,"(450,500]"
Scorpaenidae,D2-EX1705-05,1,"(450,500]"
Scorpaenidae,D2-EX1705-10,1,"(450,500]"
Scorpaenidae,D2-EX1703-10,1,"(500,550]"
Scorpaenidae,D2-EX1703-10,1,"(500,550]"
Scorpaenidae,D2-EX1703-02,1,"(500,550]"
Scorpaenidae,D2-EX1703-10,1,"(500,550]"
Scorpaenidae,D2-EX1703-17,1,"(500,550]"
Scorpaenidae,D2-EX1703-10,1,"(550,600]"
Scorpaenidae,D2-EX1703-10,1,"(550,600]"
Scorpaenidae,D2-EX1703-10,1,"(550,600]"
Scorpaenidae,D2-EX1703-10,1,"(550,600]"
Scorpaenidae,D2-EX1606-11,1,"(450,500]"
Scorpaenidae,D2-EX1606-11,1,"(450,500]"
Scorpaenidae,D2-EX1606-11,1,"(450,500]"
Sebastidae,FK190726-S0286,1,"(1.1e+03,1.15e+03]"
Sebastidae,FK190726-S0286,1,"(1.1e+03,1.15e+03]"
Sebastidae,FK190726-S0286,1,"(1.1e+03,1.15e+03]"
Sebastidae,FK190726-S0286,1,"(1.1e+03,1.15e+03]"
Sebastidae,FK190726-S0286,1,"(1.1e+03,1.15e+03]"
Sebastidae,FK190726-S0286,1,"(1.15e+03,1.2e+03]"
Sebastidae,FK190726-S0289,1,"(1.15e+03,1.2e+03]"
Sebastidae,FK190726-S0289,1,"(1.2e+03,1.25e+03]"
Sebastidae,FK190726-S0289,1,"(1.2e+03,1.25e+03]"
Sebastidae,FK190726-S0289,1,"(1.2e+03,1.25e+03]"
Sebastidae,FK190726-S0287,1,"(1.25e+03,1.3e+03]"
Sebastidae,FK190726-S0287,1,"(1.25e+03,1.3e+03]"
Sebastidae,FK190726-S0287,1,"(1.25e+03,1.3e+03]"
Sebastidae,FK190726-S0287,1,"(1.25e+03,1.3e+03]"
Sebastidae,FK190726-S0287,1,"(1.25e+03,1.3e+03]"
Sebastidae,FK190726-S0287,2,"(1.25e+03,1.3e+03]"
Sebastidae,FK190726-S0287,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0287,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0287,2,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0287,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0287,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0286,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0283,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0283,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0283,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0286,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0283,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0286,1,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0287,2,"(1.3e+03,1.35e+03]"
Sebastidae,FK190726-S0289,1,"(1.35e+03,1.4e+03]"
Sebastidae,FK190726-S0286,1,"(1.35e+03,1.4e+03]"
Sebastidae,FK190726-S0287,2,"(1.35e+03,1.4e+03]"
Sebastidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Sebastidae,FK190726-S0287,2,"(1.35e+03,1.4e+03]"
Serranidae,NA112-H1768,3,"(100,150]"
Serranidae,NA112-H1768,3,"(100,150]"
Serranidae,NA112-H1768,2,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,6,"(100,150]"
Serranidae,NA112-H1768,3,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,6,"(100,150]"
Serranidae,NA112-H1768,2,"(100,150]"
Serranidae,NA112-H1768,3,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,4,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,51,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,2,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,1,"(100,150]"
Serranidae,NA112-H1768,1,"(150,200]"
Serranidae,NA112-H1768,1,"(200,250]"
Serranidae,D2-EX1702-13,1,"(200,250]"
Serranidae,NA112-H1767,1,"(200,250]"
Serranidae,D2-EX1705-01,2,"(200,250]"
Serranidae,D2-EX1705-01,1,"(200,250]"
Serranidae,NA112-H1767,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,D2-EX1702-13,3,"(250,300]"
Serranidae,NA112-H1767,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,D2-EX1702-13,1,"(250,300]"
Serranidae,NA112-H1767,1,"(300,350]"
Serranidae,NA112-H1767,1,"(300,350]"
Serranidae,D2-EX1702-10,1,"(300,350]"
Serranidae,D2-EX1702-13,1,"(300,350]"
Serranidae,D2-EX1702-10,1,"(300,350]"
Serranidae,D2-EX1702-10,1,"(300,350]"
Serranidae,D2-EX1702-13,1,"(300,350]"
Serranidae,D2-EX1702-13,1,"(300,350]"
Serranidae,D2-EX1702-02,1,"(300,350]"
Serranidae,D2-EX1702-02,1,"(350,400]"
Serranidae,D2-EX1702-02,1,"(350,400]"
Serranidae,D2-EX1702-02,1,"(350,400]"
Serranidae,D2-EX1702-13,1,"(350,400]"
Serranidae,D2-EX1702-02,1,"(350,400]"
Serranidae,NA112-H1772,1,"(350,400]"
Serranidae,NA112-H1767,1,"(400,450]"
Serranidae,D2-EX1702-13,1,"(400,450]"
Serranidae,D2-EX1702-02,1,"(400,450]"
Serranidae,D2-EX1702-02,1,"(450,500]"
Serranidae,D2-EX1702-02,1,"(450,500]"
Serranidae,D2-EX1702-02,1,"(450,500]"
Serranidae,D2-EX1708-20,1,"(250,300]"
Serranidae,D2-EX1504L4-01,1,"(300,350]"
Serranidae,D2-EX1708-20,1,"(300,350]"
Serranidae,D2-EX1706-04,1,"(350,400]"
Serranidae,D2-EX1706-04,1,"(550,600]"
Serranidae,D2-EX1605L3-02,1,"(250,300]"
Serranidae,D2-EX1605L3-02,1,"(250,300]"
Serranidae,D2-EX1605L3-02,2,"(250,300]"
Serranidae,D2-EX1605L1-17,1,"(250,300]"
Serranidae,D2-EX1605L1-17,1,"(250,300]"
Serranidae,D2-EX1605L1-17,3,"(250,300]"
Serranidae,D2-EX1605L1-17,7,"(250,300]"
Serranidae,D2-EX1605L1-17,4,"(250,300]"
Serranidae,D2-EX1605L1-17,3,"(250,300]"
Serranidae,D2-EX1605L1-17,1,"(250,300]"
Serranidae,D2-EX1605L1-17,1,"(250,300]"
Serranidae,D2-EX1605L3-02,1,"(250,300]"
Serranidae,D2-EX1605L1-17,5,"(250,300]"
Serranidae,D2-EX1605L3-02,2,"(250,300]"
Serranidae,D2-EX1605L1-17,1,"(250,300]"
Serranidae,D2-EX1605L3-02,1,"(250,300]"
Serranidae,D2-EX1605L1-17,1,"(250,300]"
Serranidae,D2-EX1605L1-17,1,"(250,300]"
Serranidae,D2-EX1605L1-17,1,"(250,300]"
Serranidae,D2-EX1605L1-17,1,"(250,300]"
Serranidae,D2-EX1605L3-02,3,"(250,300]"
Serranidae,D2-EX1605L3-02,3,"(250,300]"
Serranidae,D2-EX1605L3-02,1,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(250,300]"
Serranidae,D2-EX1605L3-06,5,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(250,300]"
Serranidae,D2-EX1605L3-06,7,"(250,300]"
Serranidae,D2-EX1605L3-02,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(250,300]"
Serranidae,D2-EX1605L3-06,3,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-02,4,"(250,300]"
Serranidae,D2-EX1605L3-06,4,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,3,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,7,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,3,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L1-02,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L1-02,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(250,300]"
Serranidae,D2-EX1605L3-05,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,1,"(250,300]"
Serranidae,D2-EX1605L3-06,2,"(300,350]"
Serranidae,D2-EX1605L3-06,1,"(300,350]"
Serranidae,D2-EX1605L1-02,1,"(300,350]"
Serranidae,D2-EX1605L3-06,1,"(300,350]"
Serranidae,D2-EX1605L3-06,2,"(300,350]"
Serranidae,D2-EX1605L3-06,1,"(300,350]"
Serranidae,D2-EX1605L3-06,3,"(300,350]"
Serranidae,D2-EX1605L3-06,1,"(300,350]"
Serranidae,D2-EX1605L3-08,1,"(300,350]"
Serranidae,D2-EX1605L1-02,1,"(300,350]"
Serranidae,D2-EX1605L3-08,1,"(300,350]"
Serranidae,D2-EX1605L3-08,1,"(300,350]"
Serranidae,D2-EX1605L3-08,1,"(300,350]"
Serranidae,D2-EX1605L3-08,1,"(300,350]"
Serranidae,D2-EX1605L3-06,1,"(300,350]"
Serranidae,D2-EX1605L3-08,1,"(300,350]"
Serranidae,D2-EX1605L3-08,2,"(300,350]"
Serranidae,D2-EX1605L1-01,1,"(300,350]"
Serranidae,D2-EX1605L3-08,2,"(300,350]"
Serranidae,D2-EX1605L1-01,1,"(300,350]"
Serranidae,D2-EX1605L3-06,1,"(300,350]"
Serranidae,D2-EX1605L3-08,1,"(300,350]"
Serranidae,D2-EX1605L1-02,1,"(300,350]"
Serranidae,D2-EX1605L3-03,1,"(300,350]"
Serranidae,D2-EX1605L3-06,1,"(300,350]"
Serranidae,D2-EX1605L1-02,1,"(300,350]"
